App,FP,Note,Type of change (merged by both author),Version,commit,TestFilePath,ProductionFilePath,Maintenance Label,What Initially Motivated the Commit?,Do Developers Remove Smell due to Awareness?,How is the smell removed,known RF Found for removing smell,does refactoring align with main motivation? Or is it byNAproduct?,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test
camel,-,-,D-A-FI,camel-core,b97c03070353442cb257851c37512bcdc222ee1b,\camel\camel-core\src\test\java\org\apache\camel\processor\interceptor\TraceHandlerTest.java,NA,Feature Improvement [ deprecate and replace ],deprecate for better feature,FALSE,deletes ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,-,D-A-FA,components,18a169c6534dc5730d16a564ad638572367e82d4,\camel\components\camel-spring-javaconfig\src\test\java\org\apache\camel\spring\javaconfig\test\CamelSpringDelegatingTestContextLoaderTest.java,\camel\components\camel-test-spring\src\main\java\org\apache\camel\test\spring\CamelSpringDelegatingTestContextLoader.java,Feature addition,adding new feature,FALSE [ignored for no apparent reason],deleted ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,delete ignore after fixing a bug,D-A-BF,components-starter,a3a21d53c1b326fe7c9e4141e3a3dc803adfed17,\camel\components-starter\camel-servlet-starter\src\test\java\org\apache\camel\component\servlet\springboot\ServletMappingAutoConfigurationTest.java,\camel\components-starter\camel-servlet-starter\src\main\java\org\apache\camel\component\servlet\springboot\ServletMappingAutoConfiguration.java,Forgot to remove ignore after bug fixing,restoring test due to failed test,TRUE [added to fix a test failure],deleted ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,refactor test [ use awaitility - improve performance] [ unawareness ],RFT [ thread ],camel-core,a757ea7d97be8a27d834bcb9e4c93d9040622c24,\camel\camel-core\src\test\java\org\apache\camel\impl\FileWatcherReloadStrategyTest.java,\camel\camel-core\src\main\java\org\apache\camel\impl\FileWatcherReloadStrategy.java,Test Refactoring [ Improve test speed ],"Use awaitility for testing where we otherwise use thread sleep. To speed up testing. ""slightly reduce code by using additional awaitility features.""",TRUE,originally uses conditional to count up to 20 seconds - but now uses watility,-,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,FP,-,-,camel-core,b97c03070353442cb257851c37512bcdc222ee1b,\camel\camel-core\src\test\java\org\apache\camel\processor\TraceableUnitOfWorkTest.java,NA,New Feature,adding new feature,TRUE,"developer realizes mistake that test can't throw general exception, which would fail, but also have expected exception, which should pass.",-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,delete uneeded code while refactoring other test,D-W-RFT,components,fbee9c11b80bc071e082291db6a7f0818e77d9d1,\camel\components\camel-dropbox\src\test\java\org\apache\camel\component\dropbox\DropboxConsumerTest.java,NA,Refactor Test,Refactor Test,-,deletes constructor because it's unused,-,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,delete ignore after waiting for feature implementation,D-A-FA,components,d78a658e976b60c5072ab7d353569d15915e9518,\camel\components\camel-restlet\src\test\java\org\apache\camel\component\restlet\RestRestletHttpOptionsTest.java,NA,Feature Improvement [ Test Ignored original to wait for feature improvement ],Feature improvement,TRUE [was initially ignored due to lack of support],Deletes ignore [ added because it was waiting to finish feature improvement ],-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,refactor test code [ magic number ],RFT [ Magic Number ],camel-management-impl,5aabbc0ccafae6c692e8af2bcbe82f131ffff75a,\camel\camel-management-impl\src\test\java\org\apache\camel\management\ManagedNonManagedServiceTest.java,NA,Refactor Test [ Magic number ],Refactor Test [ replace magic number with variable ],TRUE,the commit is only dedicated for replacing magic number,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
camel,-,comment out ignore after bug fixing,D-A-BF,components,73bce61493c76b3a549c55c28fd6504f14ef5af2,\camel\components\camel-etcd\src\test\java\org\apache\camel\component\etcd\EtcdKeysTest.java,NA,bug fixing [ faulty implementation / not associated with test failure ],Fix a bug in test,TRUE,deletes ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,delete ignore after waiting a bundle,D-A-FA,tests,050c76cdcc9d8420eb2986f7ed8a3177b9adf756,\camel\tests\camel-itest-karaf\src\test\java\org\apache\camel\itest\karaf\CamelHystrixTest.java,NA,bug fixing [ remove ignore after fixing a bug ],fix bundles and remove ignore from test that requires the new bundle,TRUE,deletes ignroe,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,delete test code while test code improvement (improve speed),D-W-RFT [ test improvement ],components,4703172d1017009ab69fd51adce3f114d1434fcc,\camel\components\camel-mail\src\test\java\org\apache\camel\component\mail\MailAttachmentDuplicateNamesTest.java,NA,Refactoring Test [speed up test],speed up test by decreasing consumer delay,FALSE,deleted thread.sleep,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
camel,-,delete setup test code while refactoring to mockito,D-W-RFT,components,020e0c7d92459585b37e72e5ba1e849903a955da,\camel\components\camel-spring-redis\src\test\java\org\apache\camel\component\redis\RedisStringTest.java,NA,Refactor Test [ upgrade mockito ],refactor test using mockito,TRUE,deletes thread.sleep,-,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,ignore test while deprecating / feature improvement,IG-W-FI,camel-core,b97c03070353442cb257851c37512bcdc222ee1b,\camel\camel-core\src\test\java\org\apache\camel\management\ManagedTracerOptionsTest.java,NA,feature improvement [ deprecate for better feature ],deprecate for better feature,FALSE,deletes ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,adds ignore test while test refactoring,IG-W-RFT,components,c0923bbf1c74c1b6e3ae32dd66a0931bdc5d029d,\camel\components\camel-kubernetes\src\test\java\org\apache\camel\component\kubernetes\producer\KubernetesPersistentVolumesClaimsProducerTest.java,\camel\components\camel-kubernetes\src\main\java\org\apache\camel\component\kubernetes\persistent_volumes_claims\KubernetesPersistentVolumesClaimsProducer.java,Refactor Test,deprecate and refactor to use new mock,FALSE [Ignore removes test smell],adds ignore,-,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
camel,-,delete ignore after implementing test code,D-A-TA,tests,f8ef4eb1aa3fe937b08806aa2b63fb96716b6179,\camel\tests\camel-itest-karaf\src\test\java\org\apache\camel\itest\karaf\CamelZipkinTest.java,NA,New feature,adding new feature,"TRUE[prior to adding new feature, adds a empty test with todo comment]",adds a new implementation,-,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,delete ignore after bug fixing [ unawareness ],D-A-BF,tests,930d4fe62acb203ded8f8ed21aa5fcc0aa0cb3ca,\camel\tests\camel-itest-karaf\src\test\java\org\apache\camel\itest\karaf\CamelIgniteTest.java,NA,bug fixing,failed karaf 4 installatino in test (related to OSGI),FALSE,remove ignore and adds new implementation to fix the failure,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,deletes ignore after waiting for change in feature implementation,D-A-FA,camel-core,b97c03070353442cb257851c37512bcdc222ee1b,\camel\camel-core\src\test\java\org\apache\camel\processor\interceptor\DefaultTraceEventMessageCausedByExceptionTest.java,NA,feature improvement [ deprecate ],deprecate for new feature,FALSE,deletes ignore because new implementation in production code is finished,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,refactor test [ use awaitility - improve performance] [ unawareness ],RFT [ Thread ],camel-core,b2a3e4b1d9bf9027568147e176bb0997aa84105f,\camel\camel-core\src\test\java\org\apache\camel\impl\StopRouteAbortAfterTimeoutTest.java,NA,feature improvement,use awatility - speed up testing,FALSE,test refactoring,Test specific Refactoring,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
camel,-,deletes test code while feature improvement,D-W-FI,components,c1a7532fc396241f5f82d8f6fa46a45772eed37b,\camel\components\camel-aws\src\test\java\org\apache\camel\component\aws\lambda\LambdaComponentSpringTest.java,NA,feature improvement [ use mockito ],upgrade to mockito (offers more features),TRUE [deletes setup because unused],deleted setup,-,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,reverts addition of ignore while fixing bug (failing test eases debugging),R-W-BF,components,f4bbb54f4df5f6a2b360af42cf3c8889332ce1cf,\camel\components\camel-milo\src\test\java\org\apache\camel\component\milo\MonitorItemMultiConnectionsCertTest.java,NA,Revert,revert to debug failure (related to bundles failure),FALSE,reverted,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,delete ignore after bug fixing [ unawareness ],D-A-BF,tests,08ddcb86ce12244b0f5123fc6aeb900ec72b2c87,\camel\tests\camel-itest-karaf\src\test\java\org\apache\camel\itest\karaf\CamelGuiceTest.java,NA,Delete ignore,use diff version of guice to allow working with OSGI,FALSE,ignored because required diff version of guice for test to work,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,"deletes conditional, which was originally used to prevent running test that require java 1.8, while fixing bug [ unawareness ]",D-A-BF,tests,9e7714a7484f92b7e69e06a3d1d3325dcfb08a28,\camel\tests\camel-itest-karaf\src\test\java\org\apache\camel\itest\karaf\CamelVertxTest.java,NA,bug fixing,fails karaf 4 installation in test (related to OSGI),FALSE,"test requires java 1.8, thus uses conditional. Deletes conditional",-,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,ignores test while feature implementation,IG-W-FA,components,d2a08096454da7114c021c7725b9edef38ed86ed,\camel\components\camel-websocket-jsr356\src\test\java\org\apache\camel\websocket\jsr356\JSR356ProducerTest.java,\camel\components\camel-websocket-jsr356\src\main\java\org\apache\camel\websocket\jsr356\JSR356Producer.java,feature implementation,skipping test during feature implementation,FALSE,ignore test thus test smell removed temporarily,-,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,delete ignore after ignoring test due to feature implementation [ unawareness ],D-A-FA,components,0dab0cd5bab8b4bb23cca2662782a158addef081,\camel\components\camel-spring-boot\src\test\java\org\apache\camel\spring\boot\cloud\CamelCloudServiceCallGlobalConfigurationTest.java,NA,bug fixing,restored unit test (because it did not work before),FALSE,deletes ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,test refactoring [ get rid of thread ] / add new test [ awareness ],RFT [ Thread ],components,a50f55848862f529393a5fd0df93f6d29fbb0c42,\camel\components\camel-aws-xray\src\test\java\org\apache\camel\component\aws\xray\TwoServiceTest.java,NA,added test and improved test for new custom component,added more tests and improved test,TRUE,replaces thread sleep with notifybuilder,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
camel,-,deletes ignore when depednency is dropped after ignore was introduced due to missing dependency,D-A-FA,components,683b53afeb8da28eab9c21b8156983875c99a6a2,\camel\components\camel-salesforce\camel-salesforce-component\src\test\java\org\apache\camel\component\salesforce\RestApiIntegrationTest.java,NA,-,drop jodatime dependency,FALSE,delete ignore because test originall depended on some object,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,deletes test code while bug fixing,D-W-BF,camel-core,0927ec50d4e43e1054479323b7106ec0db8d57a2,\camel\camel-core\src\test\java\org\apache\camel\processor\FileIdempotentTrunkStoreTest.java,NA,bug fixing [ test failure: Exception ],fixing a bug,FALSE,deletes test code while bug fixing,-,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
camel,-,deletes print statement while improving feature [ awareness ],D-W-FI,components,ede89279e79f73c2d5d5c37fbdcee2023848df84,\camel\components\camel-dropbox\src\test\java\org\apache\camel\component\dropbox\integration\producer\DropboxProducerGetFolderTest.java,NA,feature improvement,to support new feature,FALSE,deletes print,-,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
camel,-,fixing test code (deletes) while implementing new feature [ unawareness ],D-W-FA,components,043315469656bcc9f8c0c07868cda92bbd14f472,\camel\components\camel-micrometer\src\test\java\org\apache\camel\component\micrometer\TimerProducerTest.java,\camel\components\camel-metrics\src\main\java\org\apache\camel\component\metrics\TimerProducer.java,implement new feature,fixing a test while implementing a new feature,FALSE,delets mockito.inorder,-,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,deletes unused throws while implemeting new feature [ awareness ],D-W-FA,components,53d0679559106bce561aee98b0362815a80c5a70,\camel\components\camel-micrometer\src\test\java\org\apache\camel\component\micrometer\CounterEndpointTest.java,NA,implement new feature,implementing new feature,FALSE,delete throws because not used,-,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,test refactoring while improving some other feature [ smell persists: unawareness ],RFT-W-FI,components,0e92c63a7c5ddaee96c13229320b08a7b9be63ae,\camel\components\camel-aws\src\test\java\org\apache\camel\component\aws\ddbstream\DdbStreamConsumerTest.java,\camel\components\camel-aws\src\main\java\org\apache\camel\component\aws\ddbstream\DdbStreamConsumer.java,refactor test [ irrelevant ] while feature improvement,feature improvement,FALSE,Test Refactoring while improving some other feature,extract class [ test smell persists ],TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
camel,-,deletes test code while refactor using mock,D-W-RFT,components,1b95ec611de1a690db33d67873d3712a6fb158ae,\camel\components\camel-kubernetes\src\test\java\org\apache\camel\component\kubernetes\producer\KubernetesNamespacesProducerTest.java,\camel\components\camel-kubernetes\src\main\java\org\apache\camel\component\kubernetes\namespaces\KubernetesNamespacesProducer.java,test refactoring using mock,Refactor test using mock,FALSE,[conditonal ] replaced with mock which facilitates one admin at a time [assertion roulette] deletes most of the code base,-,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,refactor test [ test smell persists ; unwareness ],RFT [ split test ],components,d513651050a633e136832b5709fb1f5f4ab6512a,\camel\components\camel-salesforce\camel-salesforce-component\src\test\java\org\apache\camel\component\salesforce\SalesforceComponentVerifierExtensionTest.java,\camel\components\camel-salesforce\camel-salesforce-component\src\main\java\org\apache\camel\component\salesforce\SalesforceComponentVerifierExtension.java,test refactoring,was initially ignored to integrate karaf feature,FALSE,test refactoring,extract class/move [duplicate assert still persists],"true [purpose of commit is to clean up, but test smell persists]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
camel,-,delete ignore after bug fixing [ unawareness ],D-A-BF,components,79fbb6a3b8362396774eb14c408edbbf2558dd91,\camel\components\camel-salesforce\camel-salesforce-component\src\test\java\org\apache\camel\component\salesforce\HttpProxyIntegrationTest.java,NA,bug fixing,Bug in Jetty9 causes java.lang.IllegalArgumentException: Invalid protocol login.salesforce.com,FALSE,deleted ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,delete print test smell [ test smell awareness ],RFT [ polish code ],components,daef4fdaf8732d20de67909a8c34b911482d6286,\camel\components\camel-jms\src\test\java\org\apache\camel\component\jms\JmsStreamMessageTypeTest.java,NA,feature improvement [polish code],polish code,TRUE,deleted print,-,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
camel,-,refactor test code [ test smell awareness ],RFT [ simlify test code ],components,3232a4a4df0bdc92f062456a1a4bd4f8df347bbe,\camel\components\camel-spring-redis\src\test\java\org\apache\camel\component\redis\RedisSetTest.java,NA,feature improvement [ simplify implementation ],simplifying test code,TRUE,replaced magic number with a var,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
camel,-,delete rest of test code after refactoring [ test smell unawareness ],D-A-RFT,components,fbee9c11b80bc071e082291db6a7f0818e77d9d1,\camel\components\camel-dropbox\src\test\java\org\apache\camel\component\dropbox\integration\producer\DropboxProducerMoveTest.java,NA,refactor test code [ improvement ],refactor test,FALSE,Refactor,"extract method, and rest of the code was deleted [delete code -> test smell removed]",TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camel,-,delete ignored test while change in feature implementation,D-A-FI,tests,252cf91f74b09c981eab69ec983cc4bcb2698c23,\camel\tests\camel-itest-karaf\src\test\java\org\apache\camel\itest\karaf\CamelOlingo4Test.java,NA,task [ change in implementation ],was initially ignored to integrate karaf feature,FALSE,deleted ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
camel,-,delete production code while feature improvement [ eager test/lazy test removed ],DP-A-FI,camel-core,cd9a266de9b23629a0ac8b8e3203113ffd8ba8ad,\camel\camel-core\src\test\java\org\apache\camel\impl\EmptyProducerCacheTest.java,NA,feature improvement,improve feature [ migrate to singleton ],FALSE,deletes code,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
camel,-,refactor test [improve test to be configurable],RFT [ improve test code to be configurable ],components,f01bb49da4a427b324129891a22422459ff424bf,\camel\components\camel-spring\src\test\java\org\apache\camel\spring\cloud\ServiceCallConfigurationTest.java,NA,feature improvement,test improvement,FALSE,[assertion roulette/magic number] Refactored [test smell persists],Extract Helper method,true [purpose of the commit is to refactor test],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
camel,-,refactor test [ use mockito to improve testing ] [ unawareness ],RFT [ refactor using mockito ],components,cdef307d49720c65a32ff7169ecdb79596f2802e,\camel\components\camel-nagios\src\test\java\org\apache\camel\component\nagios\NagiosEventNotifierTest.java,\camel\components\camel-nagios\src\main\java\org\apache\camel\component\nagios\NagiosEventNotifier.java,improvement,test improvement [use mockito verify],FALSE,delete thread.sleep while refactoring to mockito,Test specific Refactoring,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
camel,-,refactor test [ use awaitility - improve performance] [ unawareness ],RFT [ thread ],camel-core,23fbad1df6e2eac3ece2225eb81e703ff4e1b09a,\camel\camel-core\src\test\java\org\apache\camel\processor\aggregator\DistributedTimeoutTest.java,NA,improvement,use awatility - speed up testing,FALSE,test refactoring,Test specific Refactoring,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
camel,-,delete code while improvement,D-W-FI,camel-core,cd9a266de9b23629a0ac8b8e3203113ffd8ba8ad,\camel\camel-core\src\test\java\org\apache\camel\impl\DefaultProducerCacheTest.java,NA,improvement,improvement to reduce complexity,FALSE,delete entire test method,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
camel,-,remove @before in setup methd and renamed to another method without annotation,RFT-W-FA,components,5e6b7f0ac057e201d1bca18adaeb667e64d3de10,\camel\components\camel-consul\src\test\java\org\apache\camel\component\consul\cloud\ConsulServiceDiscoveryTest.java,\camel\components\camel-consul\src\main\java\org\apache\camel\component\consul\cloud\ConsulServiceDiscovery.java,part of new feature,part of feature addition,FALSE,"remove @before and renames it, and adds additional logic [test smell persists]",-,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cxf,-,delete obsolete module,D [Obs],systests,969a10c9f2f9027a53c57fc757f62146bb219cd5,\cxf\systests\jaxrs\src\test\java\org\apache\cxf\systest\jaxrs\JAXRSDataBindingTest.java,\cxf\rt\frontend\jaxrs\src\main\java\org\apache\cxf\jaxrs\provider\JAXRSDataBinding.java,general improvement [ delete obsolete module ],Remove some obsolete modules on the trunk,FALSE,deleted methods,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cxf,-,refactor test [ share code] [introduce inheritance],RFT [Reuse],rt,31a4a552b7e4430c3ff544d0cb5a834756642653,\cxf\rt\rs\security\oauth-parent\oauth2\src\test\java\org\apache\cxf\rs\security\oauth2\provider\JCacheOAuthDataProviderTest.java,\cxf\rt\rs\security\oauth-parent\oauth2\src\main\java\org\apache\cxf\rs\security\oauth2\provider\JCacheOAuthDataProvider.java,test refactoring,abstract unit test to share test code [code reuse; but introduces inheritance],FALSE,refactoring,extract super class and pull up,TRUE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
cxf,-,delete ignore after fixing a bug,D-A-BF,systests,bc948f0acbbb1cd8f6ea960fd85f6e942a5db69b,\cxf\systests\jaxrs\src\test\java\org\apache\cxf\systest\jaxrs\JAXRSContinuationsServlet3Test.java,NA,bug fixing,fixed a exception bug (),FALSE,delete ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cxf,-,"initially helper method contains most of the test logic. This is verbose, and helper should instead be the test method. Instead, developer moves logic from helper to test code, removing unknown test and making helper method perform specific task.",RFT-W-FI [byproduct],systests,ae1842229fbc354e57ca3ca6797e8c9462dfc2ce,\cxf\systests\rs-security\src\test\java\org\apache\cxf\systest\jaxrs\security\oidc\OIDCDynamicRegistrationTest.java,NA,task [ change in implementation ],change in implementation,FALSE,deletes method,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cxf,-,add assertion statements when test implementation has been completed [ awareness ],AT,systests,5d67785208334062a950dc7f85ffcb7d52af3db5,\cxf\systests\ws-security\src\test\java\org\apache\cxf\systest\ws\x509\X509TokenTest.java,NA,add tests,adding new tests,TRUE,adds an assertion,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cxf,-,-,AT,systests,5d67785208334062a950dc7f85ffcb7d52af3db5,\cxf\systests\ws-security\src\test\java\org\apache\cxf\systest\ws\https\HttpsTokenTest.java,NA,improvement,use awatility - speed up testing,FALSE,test refactoring,Test specific Refactoring,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cxf,-,refactor [remove throws because it is redundant with @Expected Exception ] while implementing a new feature,RFT-W-FA,rt,d2f7dc5a86c53e1e68e15c7eb71cfc0b3efa033d,\cxf\rt\rs\security\http-signature\src\test\java\org\apache\cxf\rs\security\httpsignature\DigestVerifierTest.java,\cxf\rt\rs\security\http-signature\src\main\java\org\apache\cxf\rs\security\httpsignature\DigestVerifier.java,refactor while implementing a new feature,add a new feature,FALSE,deletes throws because unused,-,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cxf,-,delete ignore after fixing a bug,D-A-BF,rt,64070aa91b4b56155faf7703520a5142fa7a6e36,\cxf\rt\rs\security\jose-parent\jose\src\test\java\org\apache\cxf\rs\security\jose\jwe\JweJsonConsumerTest.java,\cxf\rt\rs\security\jose-parent\jose\src\main\java\org\apache\cxf\rs\security\jose\jwe\JweJsonConsumer.java,bug fixing,ignored smell added for the first time added. It was related to bug fixing. Probably removed after bug was fixed.,FALSE,-,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cxf,-,complete unfinished test prior feature improvement,AT-P-FA,systests,2705f4dde2ec6cf3e1102c7c7b4a7063f110fce5,\cxf\systests\jaxrs\src\test\java\org\apache\cxf\systest\jaxrs\description\OpenApiServiceDescriptionTest.java,NA,add tests,finishing a system test (make integration test available prior to API update),FALSE,adds numerous assertion statements (adds smell),-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cxf,-,delete unused constructor in test while feature improvement,D-W-FI [byproduct],systests,246a43a7b7ccc813ec4137078fdd939f1d6f2b17,\cxf\systests\transports\src\test\java\org\apache\cxf\systest\http\auth\DigestAuthTest.java,NA,feature improvement,running without internet connection,FALSE,deleted unused constructor,-,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cxf,-,delete ignored test from 2008,D [ forgot to delete from 2008 ],systests,e3abb5e1c016da5dedd6a035b0fd5507aa339314,\cxf\systests\jaxws\src\test\java\org\apache\cxf\systest\jaxws\LocatorClientServerTest.java,NA,task [ remove ignore test],removing ignored,TRUE,deleted ignore [this was actually added 2008],-,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
cxf,-,refactor test [fix usig existing utility method],RFT [ Replace with utilty + Add. logic ],systests,a732913f6aacda7effc8347e4a29fbe67607cf23,\cxf\systests\rs-security\src\test\java\org\apache\cxf\systest\jaxrs\security\oauth\TemporaryCredentialServiceTest.java,NA,task [fixing old test],fix the old test,FALSE,use some utility function for asserting,Refactor to use utility function,true [purpose of the commit is to refactor test],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cxf,-,refactor test [ test stability ],RFT [ Improve Test Stability ],osgi,b5ba5a7d58b2fc4ea767effb24bf3d26737586b2,\cxf\osgi\itests\src\test\java\org\apache\cxf\osgi\itests\jaxrs\JaxRsServiceTest.java,NA,task [improve test stability],improve test stability,FALSE,replace constructor with final initiallizer,-,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cxf,-,delete after bug fixing,D-A-BF,systests,a3295e61bcf8c00c13a79707841a58131fd9c97d,\cxf\systests\jaxrs\src\test\java\org\apache\cxf\systest\jaxrs\security\JAXRSHttpsBookTest.java,NA,allow cxf to build with JDK,allow cxf to work with java 11 [bug report: should work with everything above 9],FALSE,removed conditional because test can now work with java9,-,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cxf,FP,-,-,systests,6cb52ca1ce15fcba47e68bae02d5aaef4c2b5a65,\cxf\systests\ws-security\src\test\java\org\apache\cxf\systest\ws\mtom\MTOMSecurityTest.java,NA,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cxf,-,test refactoring [ code reuse ; inheritance ],RFT [ Reuse; Inheritance ],systests,dda4173d77d9fa278d9eca005549a55226b72ef9,\cxf\systests\cdi\cdi-weld\cdi-producers-weld\src\test\java\org\apache\cxf\systest\jaxrs\cdi\tomcat\TomcatWarTest.java,NA,test refactoring,Refactor,FALSE,refactored [test smell persists],"Extract Superclass, pull up",FALSE,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cxf,-,complete unfinished test,CUT,tools,bcb6385a095dcaaf8390ecfc33e9e22b9149daad,\cxf\tools\javato\ws\src\test\java\org\apache\cxf\tools\java2wsdl\processor\internal\jaxws\JaxwsServiceBuilderTest.java,\cxf\rt\frontend\jaxws\src\main\java\org\apache\cxf\jaxws\JaxwsServiceBuilder.java,Task [finish Todo Test],"Finish unfinished test (However, this test was first written in 2008 and never touched since....)",FALSE,Added implementation,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cxf,-,delete test code,D [ Random ],rt,e3abb5e1c016da5dedd6a035b0fd5507aa339314,\cxf\rt\javascript\javascript-tests\src\test\java\org\apache\cxf\javascript\types\AttributeTest.java,NA,task [remove some ignored],"remove ignore [the test method was initially introduced as ignored, but deleted in this commt without ever being used]",FALSE,delete method,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cxf,-,delete test code,D [ Random ],rt,9890add2c3ed5682a97f117ec547fcf1130dc21f,\cxf\rt\frontend\jaxws\src\test\java\org\apache\cxf\jaxws\EndpointReferenceTest.java,NA,task,remove ignored test [not yet implemented ignored test],FALSE,delete ignore,-,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
